category,term.ID,term.description,observed.gene.count,background.gene.count,strength,signal,false.discovery.rate,matching.proteins.in.your.network..IDs.,matching.proteins.in.your.network..labels.
GO Process,GO:0048584,Positive regulation of response to stimulus,64,2131,0.77,2.01,1.59E-33,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000300692,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000312082,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000354782,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386559,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000497102,9606.ENSP00000498321","CD74,CD4,LCP2,XBP1,TGFB1,NFKB1,IFNG,CCR7,RAC2,TLR2,TYROBP,ICAM1,ZAP70,CD27,ATM,CSF1R,FCER1G,CCR2,LAPTM5,CD3D,BIRC5,CXCL10,IL7R,TLR8,GNAI2,EZH2,HCLS1,CD86,CD247,FASLG,IFI16,MNDA,PTEN,CD40,TLR4,FGR,SYK,HCK,JAK2,ETS1,TRAF3,HLA-A,IRF7,ITGB2,CD8A,CXCR4,PTPN6,CD44,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,CASP1,H2AX,VAV1,LCK,LOC102723407,BTK,ITGAM,CTLA4,MYD88"
GO Process,GO:0001817,Regulation of cytokine production,45,739,1.08,3.36,2.35E-33,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000268638,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000312082,9606.ENSP00000320147,9606.ENSP00000332049,9606.ENSP00000354394,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000483570,9606.ENSP00000498321","CD74,CD4,XBP1,TGFB1,NFKB1,IFNG,IRF1,CCR7,TLR2,TYROBP,IRF8,CSF1R,FCER1G,CCR2,LAPTM5,TLR8,EZH2,CD86,STAT1,FCGR3A,IFI16,MNDA,CD2,CD40,TLR4,FGR,SYK,CYBB,IRF4,JAK2,LILRB2,TRAF3,HLA-A,IRF7,PTPN6,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,CASP1,BTK,MYD88"
GO Process,GO:0006952,Defense response,55,1394,0.89,2.47,3.89E-33,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000268638,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000294507,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000312082,9606.ENSP00000341208,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000484431,9606.ENSP00000496959,9606.ENSP00000498321","CD74,CD4,GZMB,CORO1A,TGFB1,NFKB1,IFNG,IRF1,CCR7,TLR2,TYROBP,ZAP70,IRF8,CSF1R,FCER1G,CCR2,CCR5,LAPTM5,CXCL10,IL7R,TLR8,STAT5A,STAT1,FASLG,FCGR3A,IFI16,MNDA,CD2,CD40,TLR4,FGR,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,TRAF3,HLA-A,IRF7,ITGB2,CXCR4,PTPN6,CD44,TNF,HLA-B,PTPRC,LYN,CASP1,LCK,LOC102723407,BTK,CD48,ITGAM,MYD88"
GO Process,GO:0050778,Positive regulation of immune response,39,502,1.18,3.85,5.91E-32,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000300692,9606.ENSP00000312082,9606.ENSP00000332049,9606.ENSP00000354782,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000497102","CD74,CD4,LCP2,XBP1,TGFB1,IFNG,CCR7,TYROBP,ZAP70,FCER1G,CCR2,CD3D,TLR8,CD86,CD247,IFI16,MNDA,CD40,TLR4,FGR,SYK,HCK,JAK2,HLA-A,IRF7,ITGB2,CD8A,PTPN6,TNF,HLA-B,INPP5D,PTPRC,LYN,VAV1,LCK,LOC102723407,BTK,ITGAM,CTLA4"
GO Process,GO:0050867,Positive regulation of cell activation,36,401,1.25,4.14,3.23E-31,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000292301,9606.ENSP00000306157,9606.ENSP00000332049,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000379873,9606.ENSP00000380921,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000498321","CD74,CD4,XBP1,CORO1A,TGFB1,IFNG,PLEK,CCR7,TYROBP,ZAP70,CD27,CCR2,IL7R,CD86,FCGR3A,CD2,CD40,TLR4,FGR,SYK,JAK2,LILRB2,HLA-A,SH3KBP1,ITGB2,PTPN6,TNF,INPP5D,PTPRC,LYN,VAV1,LCK,LOC102723407,BTK,ITGAM,MYD88"
GO Process,GO:0002696,Positive regulation of leukocyte activation,35,384,1.25,4.13,1.84E-30,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000292301,9606.ENSP00000306157,9606.ENSP00000332049,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000379873,9606.ENSP00000380921,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000498321","CD74,CD4,XBP1,CORO1A,TGFB1,IFNG,CCR7,TYROBP,ZAP70,CD27,CCR2,IL7R,CD86,FCGR3A,CD2,CD40,TLR4,FGR,SYK,JAK2,LILRB2,HLA-A,SH3KBP1,ITGB2,PTPN6,TNF,INPP5D,PTPRC,LYN,VAV1,LCK,LOC102723407,BTK,ITGAM,MYD88"
GO Process,GO:0002764,Immune response-regulating signaling pathway,33,312,1.32,4.46,1.86E-30,"9606.ENSP00000046794,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000289902,9606.ENSP00000300692,9606.ENSP00000312082,9606.ENSP00000354782,9606.ENSP00000356946,9606.ENSP00000357123,9606.ENSP00000357981,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000497102,9606.ENSP00000498321","LCP2,TLR2,TYROBP,ZAP70,FCER1G,CD3D,TLR8,CD247,FCGR3A,MNDA,CTSS,CD40,TLR4,FGR,SYK,HCK,LILRB2,TRAF3,HLA-A,IRF7,CD8A,PTPN6,TNF,INPP5D,PTPRC,LYN,CASP1,VAV1,LCK,LOC102723407,BTK,CTLA4,MYD88"
GO Process,GO:0007166,Cell surface receptor signaling pathway,60,2040,0.76,1.93,2.63E-30,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000271450,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000300692,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312999,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000354394,9606.ENSP00000354782,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386559,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000497102,9606.ENSP00000498321","CD74,CD4,LCP2,XBP1,CORO1A,TGFB1,IFNG,PLEK,IRF1,CCR7,TLR2,TYROBP,ZAP70,CD27,FCGR2A,CSF1R,FCER1G,CCR2,CCR5,CD3D,CXCL10,IL7R,CASP3,GNAI2,CD86,STAT5A,STAT1,CD247,FASLG,FCGR3A,MNDA,CD2,PTEN,CD40,TLR4,FGR,SYK,HCK,JAK2,LILRB2,TRAF3,HLA-A,IRF7,ITGB2,CD8A,CXCR4,PTPN6,CD44,TNF,ARRB2,INPP5D,PTPRC,LYN,VAV1,LCK,LOC102723407,BTK,ITGAM,CTLA4,MYD88"
GO Process,GO:0048583,Regulation of response to stimulus,76,3931,0.58,1.37,3.60E-30,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000256442,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000271450,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000300692,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000312082,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000354394,9606.ENSP00000354782,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000357981,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386559,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000484431,9606.ENSP00000496959,9606.ENSP00000497102,9606.ENSP00000498321","CD74,CD4,LCP2,XBP1,AURKA,TGFB1,NFKB1,IFNG,PLEK,IRF1,CCR7,RAC2,CCNB1,TLR2,TYROBP,ICAM1,ZAP70,CD27,FCGR2A,ATM,CSF1R,FCER1G,CCR2,LAPTM5,CD3D,BIRC5,CXCL10,IL7R,TLR8,GNAI2,EZH2,HCLS1,CD86,STAT1,CD247,FASLG,FCGR3A,IFI16,MNDA,CTSS,PTEN,CD40,TLR4,FGR,SYK,HCK,IRF4,JAK2,LILRB2,ETS1,TRAF3,HLA-A,IRF7,ITGB2,CD8A,CXCR4,PTPN6,CD44,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,DOCK2,CASP1,H2AX,VAV1,LCK,LOC102723407,BTK,CD48,ITGAM,CTLA4,MYD88"
GO Process,GO:0001819,Positive regulation of cytokine production,37,482,1.18,3.73,4.77E-30,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000268638,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000312082,9606.ENSP00000332049,9606.ENSP00000354394,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000433138,9606.ENSP00000483570,9606.ENSP00000498321","CD74,CD4,XBP1,TGFB1,IFNG,IRF1,CCR7,TLR2,TYROBP,IRF8,CSF1R,FCER1G,CCR2,LAPTM5,TLR8,CD86,STAT1,FCGR3A,IFI16,MNDA,CD2,CD40,TLR4,FGR,SYK,CYBB,IRF4,JAK2,LILRB2,HLA-A,IRF7,TNF,PTPRC,BRCA1,CASP1,BTK,MYD88"
GO Process,GO:0048518,Positive regulation of biological process,88,6207,0.45,1.04,9.04E-29,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000216911,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000256442,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000265748,9606.ENSP00000266557,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000300692,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000354782,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000357981,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380921,9606.ENSP00000380948,9606.ENSP00000386559,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000469613,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000497102,9606.ENSP00000498321","CD74,CD4,LCP2,CDC6,XBP1,GZMB,AURKA,CORO1A,TGFB1,NFKB1,IFNG,PLEK,IRF1,CCR7,RAC2,CCNB1,TLR2,TYROBP,ICAM1,ZAP70,ANLN,CD27,IRF8,ATM,CSF1R,FCER1G,CCR2,LAPTM5,CD3D,BIRC5,CXCL10,IL7R,CASP3,TLR8,GNAI2,EZH2,HCLS1,CD86,STAT5A,DNMT1,STAT1,CD247,FASLG,FCGR3A,IFI16,MNDA,CTSS,CD2,PTEN,CD40,TLR4,FGR,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,ETS1,TRAF3,CDK1,HLA-A,IRF7,SH3KBP1,ITGB2,CD8A,CXCR4,PTPN6,CD44,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,DOCK2,CASP1,H2AX,FLT3LG,VAV1,LCK,LOC102723407,CCNA2,BTK,ITGAM,CTLA4,MYD88"
GO Process,GO:0051707,Response to other organism,50,1328,0.87,2.3,1.33E-28,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000264972,9606.ENSP00000268638,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000332049,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000498321","CD74,CD4,XBP1,GZMB,CORO1A,TGFB1,NFKB1,IFNG,IRF1,CCR7,TLR2,ZAP70,IRF8,CSF1R,FCER1G,CCR5,CXCL10,IL7R,CASP3,TLR8,CD86,STAT1,FASLG,FCGR3A,IFI16,CD2,CD40,TLR4,FGR,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,TRAF3,HLA-A,IRF7,CXCR4,PTPN6,TNF,HLA-B,PTPRC,LYN,CASP1,LCK,LOC102723407,BTK,ITGAM,MYD88"
GO Process,GO:0044419,Biological process involved in interspecies interaction between organisms,52,1490,0.84,2.17,1.48E-28,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000268638,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000332049,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000498321","CD74,CD4,XBP1,GZMB,CORO1A,TGFB1,NFKB1,IFNG,IRF1,CCR7,TLR2,ICAM1,ZAP70,IRF8,CSF1R,FCER1G,CCR5,CXCL10,IL7R,CASP3,TLR8,CD86,STAT1,FASLG,FCGR3A,IFI16,CD2,CD40,TLR4,FGR,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,TRAF3,CDK1,HLA-A,IRF7,CXCR4,PTPN6,TNF,HLA-B,PTPRC,LYN,CASP1,LCK,LOC102723407,BTK,ITGAM,MYD88"
GO Process,GO:0006950,Response to stress,70,3358,0.61,1.45,1.94E-28,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000216911,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000247461,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000294507,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000320147,9606.ENSP00000341208,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000360250,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000484431,9606.ENSP00000496959,9606.ENSP00000497102,9606.ENSP00000498321","CD74,CD4,XBP1,GZMB,AURKA,CORO1A,TGFB1,NFKB1,IFNG,PLEK,IRF1,CCR7,CANX,TLR2,TYROBP,ZAP70,IRF8,ATM,CSF1R,FCER1G,CCR2,CCR5,LAPTM5,CXCL10,IL7R,CASP3,TLR8,EZH2,STAT5A,STAT1,FASLG,FCGR3A,IFI16,MNDA,CD2,ENTPD1,PTEN,CD40,TLR4,FGR,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,TRAF3,CDK1,HLA-A,IRF7,ITGB2,CXCR4,PTPN6,CD44,TNF,HLA-B,PTPRC,BRCA1,LYN,CASP1,H2AX,VAV1,LCK,LOC102723407,CCNA2,BTK,CD48,ITGAM,CTLA4,MYD88"
